"ODS Code","Measure","Percentage","Over Target","Total","Year","Month"
"RGN","31 Day Wait for first treatment By Cancer","0.936","11.0","173.0","2019","12"
"RN5","31 Day Wait for first treatment By Cancer","0.973","11.0","408.0","2019","9"
"RA7","31 Day Wait for first treatment By Cancer","0.957","11.0","257.0","2019","12"
"RXN","31 Day Wait for first treatment By Cancer","0.966","11.0","319.0","2019","10"
"RRV","31 Day Wait for first treatment By Cancer","0.959","11.0","267.0","2019","4"
"RF4","31 Day Wait for first treatment By Cancer","0.969","11.0","356.0","2019","5"
"RGN","31 Day Wait for first treatment By Cancer","0.968","11.0","344.0","2019","4"
"RAS","31 Day Wait for first treatment By Cancer","0.924","11.0","145.0","2019","9"
"RD3","31 Day Wait for first treatment By Cancer","0.967","10.0","307.0","2019","6"
"RVW","31 Day Wait for first treatment By Cancer","0.965","10.0","287.0","2019","5"
"R0B","31 Day Wait for first treatment By Cancer","0.974","10.0","390.0","2019","6"
"RXL","31 Day Wait for first treatment By Cancer","0.972","10.0","355.0","2019","8"
"RBN","31 Day Wait for first treatment By Cancer","0.960","10.0","251.0","2019","10"
"REP","31 Day Wait for first treatment By Cancer","0.833","10.0","60.0","2019","4"
"RLQ","31 Day Wait for first treatment By Cancer","0.878","10.0","82.0","2019","11"
"RN5","31 Day Wait for first treatment By Cancer","0.973","10.0","365.0","2019","3"
"RBL","31 Day Wait for first treatment By Cancer","0.967","10.0","306.0","2019","7"
"RXQ","31 Day Wait for first treatment By Cancer","0.968","10.0","310.0","2019","5"
"RXL","31 Day Wait for first treatment By Cancer","0.970","10.0","333.0","2019","9"
"RPA","31 Day Wait for first treatment By Cancer","0.959","10.0","244.0","2019","8"
"RKB","31 Day Wait for first treatment By Cancer","0.976","10.0","415.0","2019","3"
"RAP","31 Day Wait for first treatment By Cancer","0.934","10.0","151.0","2019","3"
"RTX","31 Day Wait for first treatment By Cancer","0.971","10.0","344.0","2019","9"
"RTG","31 Day Wait for first treatment By Cancer","0.973","10.0","369.0","2019","12"
"RWG","31 Day Wait for first treatment By Cancer","0.965","10.0","285.0","2019","8"
"RWP","31 Day Wait for first treatment By Cancer","0.981","10.0","513.0","2019","8"
"RBL","31 Day Wait for first treatment By Cancer","0.965","10.0","289.0","2019","4"
"RWP","31 Day Wait for first treatment By Cancer","0.981","10.0","526.0","2019","9"
"R0A","31 Day Wait for first treatment By Cancer","0.985","10.0","668.0","2019","1"
"RJL","31 Day Wait for first treatment By Cancer","0.963","10.0","268.0","2019","9"
"RXR","31 Day Wait for first treatment By Cancer","0.976","10.0","417.0","2019","8"
"RA2","31 Day Wait for first treatment By Cancer","0.979","10.0","472.0","2019","9"
"RKB","31 Day Wait for first treatment By Cancer","0.979","10.0","470.0","2019","6"
"RJ2","31 Day Wait for first treatment By Cancer","0.949","10.0","196.0","2019","4"
"RJZ","31 Day Wait for first treatment By Cancer","0.975","10.0","401.0","2019","8"
"RYJ","31 Day Wait for first treatment By Cancer","0.980","10.0","490.0","2019","1"
"RD1","31 Day Wait for first treatment By Cancer","0.971","10.0","342.0","2019","5"
"RBL","31 Day Wait for first treatment By Cancer","0.971","10.0","341.0","2019","1"
"RD1","31 Day Wait for first treatment By Cancer","0.972","10.0","360.0","2019","3"
"RN5","31 Day Wait for first treatment By Cancer","0.975","10.0","407.0","2019","8"
"RTK","31 Day Wait for first treatment By Cancer","0.964","10.0","279.0","2019","7"
"RXW","31 Day Wait for first treatment By Cancer","0.983","10.0","573.0","2019","8"
"RWD","31 Day Wait for first treatment By Cancer","0.962","10.0","261.0","2019","12"
"RDD","31 Day Wait for first treatment By Cancer","0.954","10.0","216.0","2019","8"
"RPY","31 Day Wait for first treatment By Cancer","0.979","10.0","479.0","2019","5"
"NYT","31 Day Wait for first treatment By Cancer","0.630","10.0","27.0","2019","10"
"RBN","31 Day Wait for first treatment By Cancer","0.975","10.0","408.0","2019","4"
"RJR","31 Day Wait for first treatment By Cancer","0.916","10.0","119.0","2019","11"
"RXQ","31 Day Wait for first treatment By Cancer","0.966","10.0","290.0","2019","6"
"RXK","31 Day Wait for first treatment By Cancer","0.965","10.0","285.0","2019","7"
"RNL","31 Day Wait for first treatment By Cancer","0.969","10.0","320.0","2019","9"
"RLQ","31 Day Wait for first treatment By Cancer","0.946","10.0","184.0","2019","6"
"RA2","31 Day Wait for first treatment By Cancer","0.978","10.0","461.0","2019","3"
"RBN","31 Day Wait for first treatment By Cancer","0.973","10.0","369.0","2019","5"
"RXR","31 Day Wait for first treatment By Cancer","0.954","10.0","217.0","2019","11"
"RBL","31 Day Wait for first treatment By Cancer","0.967","10.0","300.0","2019","5"
"RVV","31 Day Wait for first treatment By Cancer","0.986","10.0","693.0","2019","7"
"RN3","31 Day Wait for first treatment By Cancer","0.962","10.0","264.0","2019","6"
"RWP","31 Day Wait for first treatment By Cancer","0.981","10.0","523.0","2019","3"
"RWP","31 Day Wait for first treatment By Cancer","0.982","10.0","542.0","2019","4"
"RWP","31 Day Wait for first treatment By Cancer","0.979","10.0","466.0","2019","5"
"RNQ","31 Day Wait for first treatment By Cancer","0.960","10.0","251.0","2019","7"
"RTX","31 Day Wait for first treatment By Cancer","0.973","10.0","367.0","2019","7"
"RWF","31 Day Wait for first treatment By Cancer","0.978","10.0","446.0","2019","7"
"RHW","31 Day Wait for first treatment By Cancer","0.960","10.0","251.0","2019","11"
"RAE","31 Day Wait for first treatment By Cancer","0.966","10.0","295.0","2019","9"
"RXF","31 Day Wait for first treatment By Cancer","0.977","10.0","444.0","2019","8"
"RD3","31 Day Wait for first treatment By Cancer","0.965","10.0","286.0","2019","4"
"RJ7","31 Day Wait for first treatment By Cancer","0.974","10.0","383.0","2019","9"
"RXK","31 Day Wait for first treatment By Cancer","0.962","10.0","266.0","2019","5"
"RA9","31 Day Wait for first treatment By Cancer","0.973","10.0","370.0","2019","6"
"RWG","31 Day Wait for first treatment By Cancer","0.942","10.0","172.0","2019","10"
"RAE","31 Day Wait for first treatment By Cancer","0.971","10.0","342.0","2019","7"
"REM","31 Day Wait for first treatment By Cancer","0.953","10.0","214.0","2019","8"
"RBZ","31 Day Wait for first treatment By Cancer","0.960","10.0","247.0","2019","7"
"RC1","31 Day Wait for first treatment By Cancer","0.961","10.0","254.0","2019","5"
"RAL","31 Day Wait for first treatment By Cancer","0.973","10.0","369.0","2019","3"
"RYJ","31 Day Wait for first treatment By Cancer","0.965","10.0","282.0","2019","10"
"RAL","31 Day Wait for first treatment By Cancer","0.973","10.0","376.0","2019","5"
"RBL","31 Day Wait for first treatment By Cancer","0.965","10.0","286.0","2019","9"
"RAL","31 Day Wait for first treatment By Cancer","0.977","10.0","443.0","2019","6"
"RBL","31 Day Wait for first treatment By Cancer","0.968","10.0","312.0","2019","3"
"RBA","31 Day Wait for first treatment By Cancer","0.968","10.0","312.0","2019","6"
"RPY","31 Day Wait for first treatment By Cancer","0.981","10.0","513.0","2019","8"
"RBA","31 Day Wait for first treatment By Cancer","0.975","10.0","398.0","2019","5"
"RBN","31 Day Wait for first treatment By Cancer","0.975","10.0","404.0","2019","7"
"RN5","31 Day Wait for first treatment By Cancer","0.980","9.0","453.0","2019","7"
"RN5","31 Day Wait for first treatment By Cancer","0.963","9.0","244.0","2019","11"
"RF4","31 Day Wait for first treatment By Cancer","0.955","9.0","201.0","2019","11"
"RF4","31 Day Wait for first treatment By Cancer","0.980","9.0","460.0","2019","7"
"RLQ","31 Day Wait for first treatment By Cancer","0.900","9.0","90.0","2019","10"
"RTG","31 Day Wait for first treatment By Cancer","0.975","9.0","353.0","2019","11"
"RXH","31 Day Wait for first treatment By Cancer","0.968","9.0","278.0","2019","12"
"RBV","31 Day Wait for first treatment By Cancer","0.974","9.0","348.0","2019","11"
"RCB","31 Day Wait for first treatment By Cancer","0.964","9.0","253.0","2019","11"
"RTX","31 Day Wait for first treatment By Cancer","0.972","9.0","321.0","2019","1"
"RDD","31 Day Wait for first treatment By Cancer","0.968","9.0","283.0","2019","1"
"RJC","31 Day Wait for first treatment By Cancer","0.949","9.0","176.0","2019","1"
"RVR","31 Day Wait for first treatment By Cancer","0.955","9.0","202.0","2019","1"
"RT3","31 Day Wait for first treatment By Cancer","0.850","9.0","60.0","2019","1"
"RA7","31 Day Wait for first treatment By Cancer","0.966","9.0","266.0","2019","10"
"RJ1","31 Day Wait for first treatment By Cancer","0.975","9.0","366.0","2019","10"
"RW6","31 Day Wait for first treatment By Cancer","0.975","9.0","356.0","2019","1"
"RPC","31 Day Wait for first treatment By Cancer","0.955","9.0","200.0","2019","8"
"RFS","31 Day Wait for first treatment By Cancer","0.941","9.0","153.0","2019","10"
"RHW","31 Day Wait for first treatment By Cancer","0.980","9.0","456.0","2019","1"
"NYT","31 Day Wait for first treatment By Cancer","0.438","9.0","16.0","2019","5"
"RAL","31 Day Wait for first treatment By Cancer","0.966","9.0","267.0","2019","10"
"RWG","31 Day Wait for first treatment By Cancer","0.975","8.0","323.0","2019","1"
"RF4","31 Day Wait for first treatment By Cancer","0.974","8.0","307.0","2019","2"
"RF4","31 Day Wait for first treatment By Cancer","0.980","8.0","393.0","2019","1"
"RN3","31 Day Wait for first treatment By Cancer","0.973","8.0","296.0","2019","2"
"NCN","31 Day Wait for first treatment By Cancer","0.789","8.0","38.0","2019","5"
"RPC","31 Day Wait for first treatment By Cancer","0.871","8.0","62.0","2019","11"
"RGT","31 Day Wait for first treatment By Cancer","0.974","8.0","308.0","2019","10"
"RA2","31 Day Wait for first treatment By Cancer","0.982","8.0","434.0","2019","2"
"RBL","31 Day Wait for first treatment By Cancer","0.967","8.0","240.0","2019","2"
"RCX","31 Day Wait for first treatment By Cancer","0.953","8.0","170.0","2019","2"
"RCX","31 Day Wait for first treatment By Cancer","0.965","8.0","226.0","2019","3"
"RCX","31 Day Wait for first treatment By Cancer","0.961","8.0","206.0","2019","4"
"RJ2","31 Day Wait for first treatment By Cancer","0.956","8.0","181.0","2019","6"
"RPC","31 Day Wait for first treatment By Cancer","0.933","8.0","120.0","2019","2"
"RKB","31 Day Wait for first treatment By Cancer","0.980","8.0","391.0","2019","2"
"RPC","31 Day Wait for first treatment By Cancer","0.939","8.0","131.0","2019","5"
"RLQ","31 Day Wait for first treatment By Cancer","0.951","8.0","162.0","2019","7"
"RNL","31 Day Wait for first treatment By Cancer","0.962","8.0","212.0","2019","8"
"RXL","31 Day Wait for first treatment By Cancer","0.979","8.0","388.0","2019","5"
"RHU","31 Day Wait for first treatment By Cancer","0.986","8.0","575.0","2019","2"
"RNQ","31 Day Wait for first treatment By Cancer","0.969","8.0","260.0","2019","5"
"RM1","31 Day Wait for first treatment By Cancer","0.989","8.0","735.0","2019","7"
"RHU","31 Day Wait for first treatment By Cancer","0.985","8.0","543.0","2019","8"
"RTP","31 Day Wait for first treatment By Cancer","0.942","8.0","137.0","2019","11"
"RFF","31 Day Wait for first treatment By Cancer","0.949","8.0","157.0","2019","4"
"RTP","31 Day Wait for first treatment By Cancer","0.970","8.0","269.0","2019","4"
"RTP","31 Day Wait for first treatment By Cancer","0.976","8.0","336.0","2019","3"
"REM","31 Day Wait for first treatment By Cancer","0.972","8.0","285.0","2019","1"
"R1K","31 Day Wait for first treatment By Cancer","0.971","8.0","275.0","2019","1"
"RAX","31 Day Wait for first treatment By Cancer","0.961","8.0","206.0","2019","9"
"RGM","31 Day Wait for first treatment By Cancer","0.846","8.0","52.0","2019","5"
"RHU","31 Day Wait for first treatment By Cancer","0.973","8.0","297.0","2019","12"
"RGM","31 Day Wait for first treatment By Cancer","0.843","8.0","51.0","2019","4"
"RAE","31 Day Wait for first treatment By Cancer","0.950","8.0","159.0","2019","11"
"RHW","31 Day Wait for first treatment By Cancer","0.981","8.0","426.0","2019","8"
"RBA","31 Day Wait for first treatment By Cancer","0.976","8.0","338.0","2019","9"
"RWD","31 Day Wait for first treatment By Cancer","0.970","8.0","270.0","2019","11"
"RXQ","31 Day Wait for first treatment By Cancer","0.971","8.0","276.0","2019","2"
"RPY","31 Day Wait for first treatment By Cancer","0.982","8.0","434.0","2019","4"
"R1K","31 Day Wait for first treatment By Cancer","0.970","8.0","264.0","2019","2"
"RA7","31 Day Wait for first treatment By Cancer","0.982","8.0","457.0","2019","3"
"R1K","31 Day Wait for first treatment By Cancer","0.961","8.0","205.0","2019","3"
"RBN","31 Day Wait for first treatment By Cancer","0.982","8.0","435.0","2019","1"
"R1K","31 Day Wait for first treatment By Cancer","0.972","8.0","284.0","2019","4"
"RD8","31 Day Wait for first treatment By Cancer","0.966","8.0","237.0","2019","6"
"RJL","31 Day Wait for first treatment By Cancer","0.972","8.0","282.0","2019","7"
"R1H","31 Day Wait for first treatment By Cancer","0.985","8.0","540.0","2019","8"
"RWG","31 Day Wait for first treatment By Cancer","0.968","8.0","248.0","2019","5"
"RJC","31 Day Wait for first treatment By Cancer","0.957","8.0","184.0","2019","6"
"RA4","31 Day Wait for first treatment By Cancer","0.960","8.0","198.0","2019","6"
"RA7","31 Day Wait for first treatment By Cancer","0.970","8.0","265.0","2019","11"
"RXK","31 Day Wait for first treatment By Cancer","0.969","8.0","261.0","2019","8"
"RXQ","31 Day Wait for first treatment By Cancer","0.971","8.0","278.0","2019","4"
"RBD","31 Day Wait for first treatment By Cancer","0.959","8.0","194.0","2019","6"
"RA2","31 Day Wait for first treatment By Cancer","0.963","8.0","217.0","2019","12"
"RXK","31 Day Wait for first treatment By Cancer","0.967","8.0","245.0","2019","6"
"RCB","31 Day Wait for first treatment By Cancer","0.983","8.0","483.0","2019","5"
"RXW","31 Day Wait for first treatment By Cancer","0.974","8.0","311.0","2019","10"
"RBT","31 Day Wait for first treatment By Cancer","0.906","8.0","85.0","2019","11"
"RD1","31 Day Wait for first treatment By Cancer","0.977","8.0","342.0","2019","8"
"RDD","31 Day Wait for first treatment By Cancer","0.969","8.0","258.0","2019","3"
"RXW","31 Day Wait for first treatment By Cancer","0.985","8.0","545.0","2019","9"
"RD1","31 Day Wait for first treatment By Cancer","0.980","8.0","398.0","2019","4"
"RDD","31 Day Wait for first treatment By Cancer","0.968","8.0","248.0","2019","4"
"RTK","31 Day Wait for first treatment By Cancer","0.964","8.0","224.0","2019","8"
"RRF","31 Day Wait for first treatment By Cancer","0.965","8.0","228.0","2019","3"
"RDZ","31 Day Wait for first treatment By Cancer","0.982","8.0","448.0","2019","5"
"RDZ","31 Day Wait for first treatment By Cancer","0.980","8.0","409.0","2019","6"
"RNA","31 Day Wait for first treatment By Cancer","0.978","8.0","366.0","2019","5"
"RW6","31 Day Wait for first treatment By Cancer","0.975","8.0","317.0","2019","2"
"RTF","31 Day Wait for first treatment By Cancer","0.972","8.0","286.0","2019","1"
"REM","31 Day Wait for first treatment By Cancer","0.972","8.0","284.0","2019","5"
"RYR","31 Day Wait for first treatment By Cancer","0.985","8.0","532.0","2019","8"
"RWG","31 Day Wait for first treatment By Cancer","0.976","8.0","337.0","2019","3"
"RXW","31 Day Wait for first treatment By Cancer","0.986","8.0","569.0","2019","1"
"RXC","31 Day Wait for first treatment By Cancer","0.974","8.0","311.0","2019","7"
"NYT","31 Day Wait for first treatment By Cancer","0.789","8.0","38.0","2019","1"
"RJ7","31 Day Wait for first treatment By Cancer","0.960","8.0","201.0","2019","11"
"RBT","31 Day Wait for first treatment By Cancer","0.951","8.0","162.0","2019","6"
"RJ7","31 Day Wait for first treatment By Cancer","0.982","8.0","434.0","2019","3"
"RC1","31 Day Wait for first treatment By Cancer","0.957","8.0","187.0","2019","6"
"NYT","31 Day Wait for first treatment By Cancer","0.692","8.0","26.0","2019","7"
"REP","31 Day Wait for first treatment By Cancer","0.636","8.0","22.0","2019","10"
"RYJ","31 Day Wait for first treatment By Cancer","0.984","8.0","491.0","2019","6"
"R1H","31 Day Wait for first treatment By Cancer","0.984","8.0","515.0","2019","3"
"REN","31 Day Wait for first treatment By Cancer","0.980","8.0","404.0","2019","9"
"R1H","31 Day Wait for first treatment By Cancer","0.986","8.0","569.0","2019","1"
"RW6","31 Day Wait for first treatment By Cancer","0.976","8.0","332.0","2019","8"
"REN","31 Day Wait for first treatment By Cancer","0.983","8.0","465.0","2019","8"
"RRV","31 Day Wait for first treatment By Cancer","0.984","8.0","514.0","2019","6"
"RBZ","31 Day Wait for first treatment By Cancer","0.957","8.0","185.0","2019","5"
"RXR","31 Day Wait for first treatment By Cancer","0.983","8.0","465.0","2019","5"
"RRV","31 Day Wait for first treatment By Cancer","0.962","8.0","213.0","2019","10"
"REM","31 Day Wait for first treatment By Cancer","0.967","8.0","242.0","2019","3"
"RQM","31 Day Wait for first treatment By Cancer","0.963","8.0","219.0","2019","5"
"RBL","31 Day Wait for first treatment By Cancer","0.973","8.0","292.0","2019","8"
"RA3","31 Day Wait for first treatment By Cancer","0.935","8.0","123.0","2019","1"
"RXR","31 Day Wait for first treatment By Cancer","0.982","8.0","449.0","2019","3"
"RXF","31 Day Wait for first treatment By Cancer","0.963","8.0","218.0","2019","10"
"RD3","31 Day Wait for first treatment By Cancer","0.971","8.0","274.0","2019","3"
"RNZ","31 Day Wait for first treatment By Cancer","0.966","8.0","237.0","2019","8"
"RAP","31 Day Wait for first treatment By Cancer","0.950","8.0","161.0","2019","9"
"RXF","31 Day Wait for first treatment By Cancer","0.982","8.0","435.0","2019","9"
"RXK","31 Day Wait for first treatment By Cancer","0.966","8.0","234.0","2019","2"
"RYJ","31 Day Wait for first treatment By Cancer","0.980","8.0","405.0","2019","2"
"RXF","31 Day Wait for first treatment By Cancer","0.982","8.0","437.0","2019","5"
"RXF","31 Day Wait for first treatment By Cancer","0.980","8.0","395.0","2019","2"
"RWH","31 Day Wait for first treatment By Cancer","0.969","8.0","256.0","2019","10"
"RNA","31 Day Wait for first treatment By Cancer","0.975","8.0","321.0","2019","1"
"RKB","31 Day Wait for first treatment By Cancer","0.967","8.0","240.0","2019","10"
"RBL","31 Day Wait for first treatment By Cancer","0.971","8.0","280.0","2019","6"
"RAP","31 Day Wait for first treatment By Cancer","0.950","8.0","160.0","2019","8"
"RD3","31 Day Wait for first treatment By Cancer","0.971","8.0","279.0","2019","9"
"RNL","31 Day Wait for first treatment By Cancer","0.966","8.0","232.0","2019","2"
"RYR","31 Day Wait for first treatment By Cancer","0.986","8.0","580.0","2019","3"
"RNL","31 Day Wait for first treatment By Cancer","0.970","8.0","266.0","2019","5"
"RN3","31 Day Wait for first treatment By Cancer","0.980","8.0","392.0","2019","7"
"RN5","31 Day Wait for first treatment By Cancer","0.979","8.0","390.0","2019","5"
"REF","31 Day Wait for first treatment By Cancer","0.976","7.0","287.0","2019","11"
"RNZ","31 Day Wait for first treatment By Cancer","0.964","7.0","193.0","2019","2"
"RD3","31 Day Wait for first treatment By Cancer","0.979","7.0","326.0","2019","7"
"RKB","31 Day Wait for first treatment By Cancer","0.985","7.0","464.0","2019","8"
"RTK","31 Day Wait for first treatment By Cancer","0.964","7.0","192.0","2019","4"
"RXW","31 Day Wait for first treatment By Cancer","0.973","7.0","255.0","2019","12"
"RJC","31 Day Wait for first treatment By Cancer","0.959","7.0","169.0","2019","4"
"RN5","31 Day Wait for first treatment By Cancer","0.963","7.0","190.0","2019","10"
"RJZ","31 Day Wait for first treatment By Cancer","0.969","7.0","224.0","2019","12"
"RTX","31 Day Wait for first treatment By Cancer","0.978","7.0","322.0","2019","4"
"RLQ","31 Day Wait for first treatment By Cancer","0.960","7.0","177.0","2019","5"
"RDD","31 Day Wait for first treatment By Cancer","0.966","7.0","205.0","2019","6"
"RQW","31 Day Wait for first treatment By Cancer","0.966","7.0","203.0","2019","1"
"RFR","31 Day Wait for first treatment By Cancer","0.955","7.0","155.0","2019","5"
"RJ1","31 Day Wait for first treatment By Cancer","0.991","7.0","781.0","2019","3"
"RJ7","31 Day Wait for first treatment By Cancer","0.969","7.0","224.0","2019","10"
"RXR","31 Day Wait for first treatment By Cancer","0.969","7.0","227.0","2019","10"
"RF4","31 Day Wait for first treatment By Cancer","0.980","7.0","349.0","2019","9"
"RYJ","31 Day Wait for first treatment By Cancer","0.964","7.0","194.0","2019","11"
"RD3","31 Day Wait for first treatment By Cancer","0.975","7.0","278.0","2019","2"
"RXQ","31 Day Wait for first treatment By Cancer","0.977","7.0","307.0","2019","3"
"RXC","31 Day Wait for first treatment By Cancer","0.961","7.0","180.0","2019","12"
"RVJ","31 Day Wait for first treatment By Cancer","0.968","7.0","219.0","2019","12"
"RF4","31 Day Wait for first treatment By Cancer","0.982","7.0","382.0","2019","6"
"RNQ","31 Day Wait for first treatment By Cancer","0.969","7.0","224.0","2019","9"
"RK9","31 Day Wait for first treatment By Cancer","0.979","7.0","330.0","2019","12"
"RPY","31 Day Wait for first treatment By Cancer","0.967","7.0","214.0","2019","12"
"REF","31 Day Wait for first treatment By Cancer","0.988","7.0","593.0","2019","5"
"RHW","31 Day Wait for first treatment By Cancer","0.971","7.0","238.0","2019","12"
"RD3","31 Day Wait for first treatment By Cancer","0.944","7.0","125.0","2019","12"
"RNS","31 Day Wait for first treatment By Cancer","0.965","7.0","198.0","2019","11"
"RHW","31 Day Wait for first treatment By Cancer","0.981","7.0","370.0","2019","6"
"RTP","31 Day Wait for first treatment By Cancer","0.954","7.0","153.0","2019","12"
"RNA","31 Day Wait for first treatment By Cancer","0.963","7.0","189.0","2019","10"
"RA4","31 Day Wait for first treatment By Cancer","0.967","6.0","184.0","2019","4"
"RBK","31 Day Wait for first treatment By Cancer","0.972","6.0","218.0","2019","3"
"RTF","31 Day Wait for first treatment By Cancer","0.978","6.0","272.0","2019","8"
"RWG","31 Day Wait for first treatment By Cancer","0.982","6.0","337.0","2019","6"
"RAE","31 Day Wait for first treatment By Cancer","0.978","6.0","270.0","2019","8"
"RAE","31 Day Wait for first treatment By Cancer","0.978","6.0","276.0","2019","5"
"RAE","31 Day Wait for first treatment By Cancer","0.981","6.0","324.0","2019","4"
"RNQ","31 Day Wait for first treatment By Cancer","0.976","6.0","251.0","2019","6"
"RXC","31 Day Wait for first treatment By Cancer","0.986","6.0","436.0","2019","1"
"RXC","31 Day Wait for first treatment By Cancer","0.984","6.0","382.0","2019","2"
"RAP","31 Day Wait for first treatment By Cancer","0.967","6.0","180.0","2019","6"
"RHW","31 Day Wait for first treatment By Cancer","0.988","6.0","484.0","2019","7"
"RAL","31 Day Wait for first treatment By Cancer","0.988","6.0","519.0","2019","7"
"RMC","31 Day Wait for first treatment By Cancer","0.975","6.0","236.0","2019","9"
"RAX","31 Day Wait for first treatment By Cancer","0.970","6.0","198.0","2019","5"
"RD1","31 Day Wait for first treatment By Cancer","0.968","6.0","185.0","2019","11"
"RXL","31 Day Wait for first treatment By Cancer","0.981","6.0","310.0","2019","6"
"RC1","31 Day Wait for first treatment By Cancer","0.976","6.0","250.0","2019","1"
"RD1","31 Day Wait for first treatment By Cancer","0.985","6.0","397.0","2019","7"
"RD1","31 Day Wait for first treatment By Cancer","0.982","6.0","334.0","2019","2"
"RW6","31 Day Wait for first treatment By Cancer","0.983","6.0","344.0","2019","4"
"RW6","31 Day Wait for first treatment By Cancer","0.981","6.0","324.0","2019","6"
"RBT","31 Day Wait for first treatment By Cancer","0.965","6.0","172.0","2019","8"
"RXC","31 Day Wait for first treatment By Cancer","0.979","6.0","284.0","2019","9"
"RBZ","31 Day Wait for first treatment By Cancer","0.967","6.0","181.0","2019","8"
"RFR","31 Day Wait for first treatment By Cancer","0.964","6.0","165.0","2019","3"
"RBZ","31 Day Wait for first treatment By Cancer","0.962","6.0","159.0","2019","6"
"RFR","31 Day Wait for first treatment By Cancer","0.969","6.0","196.0","2019","6"
"RFR","31 Day Wait for first treatment By Cancer","0.968","6.0","189.0","2019","8"
"RFR","31 Day Wait for first treatment By Cancer","0.967","6.0","180.0","2019","9"
"RD3","31 Day Wait for first treatment By Cancer","0.980","6.0","299.0","2019","5"
"RW6","31 Day Wait for first treatment By Cancer","0.981","6.0","324.0","2019","9"
"RNQ","31 Day Wait for first treatment By Cancer","0.969","6.0","192.0","2019","1"
"RJZ","31 Day Wait for first treatment By Cancer","0.972","6.0","214.0","2019","11"
"RD3","31 Day Wait for first treatment By Cancer","0.979","6.0","288.0","2019","8"
"RF4","31 Day Wait for first treatment By Cancer","0.983","6.0","349.0","2019","4"
"RPC","31 Day Wait for first treatment By Cancer","0.949","6.0","118.0","2019","9"
"RPC","31 Day Wait for first treatment By Cancer","0.958","6.0","144.0","2019","7"
"RJ2","31 Day Wait for first treatment By Cancer","0.970","6.0","203.0","2019","3"
"RNN","31 Day Wait for first treatment By Cancer","0.949","6.0","117.0","2019","12"
"RPC","31 Day Wait for first treatment By Cancer","0.962","6.0","157.0","2019","6"
"RXP","31 Day Wait for first treatment By Cancer","0.981","6.0","320.0","2019","9"
"RXP","31 Day Wait for first treatment By Cancer","0.981","6.0","320.0","2019","8"
"RXP","31 Day Wait for first treatment By Cancer","0.982","6.0","336.0","2019","4"
"RPC","31 Day Wait for first treatment By Cancer","0.949","6.0","117.0","2019","4"
"RA4","31 Day Wait for first treatment By Cancer","0.960","6.0","150.0","2019","8"
"RVW","31 Day Wait for first treatment By Cancer","0.979","6.0","291.0","2019","4"
"NV3","31 Day Wait for first treatment By Cancer","0.951","6.0","123.0","2019","5"
"RYJ","31 Day Wait for first treatment By Cancer","0.988","6.0","480.0","2019","5"
"RCX","31 Day Wait for first treatment By Cancer","0.972","6.0","218.0","2019","7"
"RCX","31 Day Wait for first treatment By Cancer","0.972","6.0","216.0","2019","1"
"RXK","31 Day Wait for first treatment By Cancer","0.974","6.0","235.0","2019","4"
"RXK","31 Day Wait for first treatment By Cancer","0.951","6.0","123.0","2019","11"
"RWG","31 Day Wait for first treatment By Cancer","0.977","6.0","256.0","2019","2"
"RN3","31 Day Wait for first treatment By Cancer","0.979","6.0","280.0","2019","4"
"RN3","31 Day Wait for first treatment By Cancer","0.981","6.0","308.0","2019","5"
"RPA","31 Day Wait for first treatment By Cancer","0.975","6.0","240.0","2019","7"
"RBT","31 Day Wait for first treatment By Cancer","0.969","6.0","192.0","2019","4"
"RWF","31 Day Wait for first treatment By Cancer","0.972","6.0","214.0","2019","11"
"REN","31 Day Wait for first treatment By Cancer","0.987","6.0","448.0","2019","3"
"REF","31 Day Wait for first treatment By Cancer","0.991","6.0","647.0","2019","8"
"REF","31 Day Wait for first treatment By Cancer","0.989","6.0","532.0","2019","9"
"RAP","31 Day Wait for first treatment By Cancer","0.960","6.0","150.0","2019","1"
"RXR","31 Day Wait for first treatment By Cancer","0.986","6.0","420.0","2019","2"
"RQM","31 Day Wait for first treatment By Cancer","0.964","6.0","167.0","2019","9"
"RRV","31 Day Wait for first treatment By Cancer","0.973","6.0","222.0","2019","12"
"RRV","31 Day Wait for first treatment By Cancer","0.972","6.0","218.0","2019","11"
"REN","31 Day Wait for first treatment By Cancer","0.985","6.0","394.0","2019","5"
"REP","31 Day Wait for first treatment By Cancer","0.700","6.0","20.0","2019","12"
"NYT","31 Day Wait for first treatment By Cancer","0.727","6.0","22.0","2019","4"
"RJ7","31 Day Wait for first treatment By Cancer","0.984","6.0","383.0","2019","2"
"RJ7","31 Day Wait for first treatment By Cancer","0.985","6.0","403.0","2019","8"
"RJL","31 Day Wait for first treatment By Cancer","0.977","6.0","264.0","2019","3"
"REP","31 Day Wait for first treatment By Cancer","0.903","6.0","62.0","2019","5"
"REP","31 Day Wait for first treatment By Cancer","0.905","6.0","63.0","2019","2"
"RN5","31 Day Wait for first treatment By Cancer","0.983","6.0","357.0","2019","1"
"RNA","31 Day Wait for first treatment By Cancer","0.981","6.0","318.0","2019","9"
"RNA","31 Day Wait for first treatment By Cancer","0.983","6.0","348.0","2019","4"
"R0B","31 Day Wait for first treatment By Cancer","0.985","6.0","388.0","2019","5"
"RNA","31 Day Wait for first treatment By Cancer","0.980","6.0","302.0","2019","6"
