"ODS Code","Measure","Percentage","Over Target","Total","Year","Month"
"RKB","31 Day Wait for first treatment By Cancer","0.998","1","421","2018","4"
"RKB","31 Day Wait for first treatment By Cancer","0.995","1","214","2018","1"
"RN3","31 Day Wait for first treatment By Cancer","0.990","1","101","2018","2"
"RTF","31 Day Wait for first treatment By Cancer","0.991","1","109","2018","3"
"RTF","31 Day Wait for first treatment By Cancer","0.992","1","118","2018","2"
"RN5","31 Day Wait for first treatment By Cancer","0.994","1","155","2018","2"
"RWW","31 Day Wait for first treatment By Cancer","0.988","1","85","2018","1"
"RFF","31 Day Wait for first treatment By Cancer","0.988","1","84","2018","1"
"R1F","31 Day Wait for first treatment By Cancer","0.983","1","59","2018","3"
"RCD","31 Day Wait for first treatment By Cancer","0.994","1","172","2018","10"
"RCD","31 Day Wait for first treatment By Cancer","0.988","1","82","2018","3"
"RY2","31 Day Wait for first treatment By Cancer","0.957","1","23","2018","8"
"RY2","31 Day Wait for first treatment By Cancer","0.909","1","11","2018","7"
"RT3","31 Day Wait for first treatment By Cancer","0.963","1","27","2018","3"
"RNA","31 Day Wait for first treatment By Cancer","0.992","1","122","2018","2"
"RK5","31 Day Wait for first treatment By Cancer","0.991","1","116","2018","1"
"RDU","31 Day Wait for first treatment By Cancer","0.995","1","203","2018","2"
"RY2","31 Day Wait for first treatment By Cancer","0.917","1","12","2018","1"
"RF4","31 Day Wait for first treatment By Cancer","0.994","1","155","2018","2"
"NHT","31 Day Wait for first treatment By Cancer","0.941","1","17","2018","5"
"RXL","31 Day Wait for first treatment By Cancer","0.994","1","180","2018","1"
"RXL","31 Day Wait for first treatment By Cancer","0.993","1","153","2018","2"
"RWJ","31 Day Wait for first treatment By Cancer","0.986","1","74","2018","3"
"RW6","31 Day Wait for first treatment By Cancer","0.993","1","135","2018","2"
"RJR","31 Day Wait for first treatment By Cancer","0.987","1","78","2018","2"
"RJR","31 Day Wait for first treatment By Cancer","0.990","1","102","2018","1"
"RRJ","31 Day Wait for first treatment By Cancer","0.900","1","10","2018","3"
"RRJ","31 Day Wait for first treatment By Cancer","0.900","1","10","2018","2"
"RRJ","31 Day Wait for first treatment By Cancer","0.917","1","12","2018","1"
"RP4","31 Day Wait for first treatment By Cancer","0.969","1","32","2018","5"
"RBD","31 Day Wait for first treatment By Cancer","0.988","1","84","2018","3"
"NVM","31 Day Wait for first treatment By Cancer","0.972","1","36","2018","12"
"NQT","31 Day Wait for first treatment By Cancer","0.833","1","6","2018","1"
"RRF","31 Day Wait for first treatment By Cancer","0.989","1","94","2018","3"
"RA4","31 Day Wait for first treatment By Cancer","0.985","1","65","2018","2"
"RBK","31 Day Wait for first treatment By Cancer","0.988","1","85","2018","1"
"RBZ","31 Day Wait for first treatment By Cancer","0.986","1","74","2018","3"
"RPA","31 Day Wait for first treatment By Cancer","0.993","1","138","2018","2"
"RJF","31 Day Wait for first treatment By Cancer","0.987","1","75","2018","1"
"RR7","31 Day Wait for first treatment By Cancer","0.993","1","142","2018","2"
"RXP","31 Day Wait for first treatment By Cancer","0.993","1","152","2018","2"
"REN","31 Day Wait for first treatment By Cancer","0.995","1","193","2018","3"
"RQ3","31 Day Wait for first treatment By Cancer","0.957","1","23","2018","3"
"RQW","31 Day Wait for first treatment By Cancer","0.986","1","71","2018","2"
"RQW","31 Day Wait for first treatment By Cancer","0.989","1","88","2018","1"
"RJ6","31 Day Wait for first treatment By Cancer","0.981","1","54","2018","1"
"RJ6","31 Day Wait for first treatment By Cancer","0.980","1","50","2018","2"
"RJ7","31 Day Wait for first treatment By Cancer","0.993","1","140","2018","2"
"NV3","31 Day Wait for first treatment By Cancer","0.982","1","56","2018","3"
"NV3","31 Day Wait for first treatment By Cancer","0.982","1","55","2018","2"
"RBQ","31 Day Wait for first treatment By Cancer","0.974","1","38","2018","1"
"RCD","31 Day Wait for first treatment By Cancer","1.000","0","175","2018","7"
"RWW","31 Day Wait for first treatment By Cancer","1.000","0","73","2018","3"
"RD3","31 Day Wait for first treatment By Cancer","1.000","0","288","2018","8"
"R1D","31 Day Wait for first treatment By Cancer","1.000","0","2","2018","6"
"RCU","31 Day Wait for first treatment By Cancer","1.000","0","5","2018","8"
"R1F","31 Day Wait for first treatment By Cancer","1.000","0","67","2018","2"
"RCU","31 Day Wait for first treatment By Cancer","1.000","0","4","2018","9"
"RFF","31 Day Wait for first treatment By Cancer","1.000","0","175","2018","10"
"RFF","31 Day Wait for first treatment By Cancer","1.000","0","141","2018","9"
"RFF","31 Day Wait for first treatment By Cancer","1.000","0","181","2018","8"
"RFF","31 Day Wait for first treatment By Cancer","1.000","0","167","2018","7"
"RFF","31 Day Wait for first treatment By Cancer","1.000","0","188","2018","6"
"RCU","31 Day Wait for first treatment By Cancer","1.000","0","4","2018","10"
"RFF","31 Day Wait for first treatment By Cancer","1.000","0","174","2018","5"
"RFF","31 Day Wait for first treatment By Cancer","1.000","0","159","2018","4"
"RM3","31 Day Wait for first treatment By Cancer","1.000","0","243","2018","7"
"RFF","31 Day Wait for first treatment By Cancer","1.000","0","61","2018","2"
"R1F","31 Day Wait for first treatment By Cancer","1.000","0","128","2018","4"
"R1F","31 Day Wait for first treatment By Cancer","1.000","0","138","2018","6"
"RL1","31 Day Wait for first treatment By Cancer","1.000","0","2","2018","1"
"RL1","31 Day Wait for first treatment By Cancer","1.000","0","1","2018","2"
"RL1","31 Day Wait for first treatment By Cancer","1.000","0","3","2018","3"
"R1F","31 Day Wait for first treatment By Cancer","1.000","0","180","2018","10"
"RL1","31 Day Wait for first treatment By Cancer","1.000","0","2","2018","4"
"RL1","31 Day Wait for first treatment By Cancer","1.000","0","2","2018","5"
"RVY","31 Day Wait for first treatment By Cancer","1.000","0","49","2018","2"
"RVY","31 Day Wait for first treatment By Cancer","1.000","0","56","2018","3"
"RVY","31 Day Wait for first treatment By Cancer","1.000","0","124","2018","4"
"RL1","31 Day Wait for first treatment By Cancer","1.000","0","2","2018","6"
"RL1","31 Day Wait for first treatment By Cancer","1.000","0","6","2018","7"
"RL1","31 Day Wait for first treatment By Cancer","1.000","0","6","2018","8"
"RVY","31 Day Wait for first treatment By Cancer","1.000","0","112","2018","10"
"RL1","31 Day Wait for first treatment By Cancer","1.000","0","7","2018","10"
"RCD","31 Day Wait for first treatment By Cancer","1.000","0","163","2018","12"
"RBQ","31 Day Wait for first treatment By Cancer","1.000","0","108","2018","7"
"RAX","31 Day Wait for first treatment By Cancer","1.000","0","73","2018","2"
"RAX","31 Day Wait for first treatment By Cancer","1.000","0","90","2018","3"
"RHA","31 Day Wait for first treatment By Cancer","1.000","0","1","2018","1"
"RCD","31 Day Wait for first treatment By Cancer","1.000","0","142","2018","9"
"RCD","31 Day Wait for first treatment By Cancer","1.000","0","174","2018","6"
"RCD","31 Day Wait for first treatment By Cancer","1.000","0","157","2018","4"
"RCD","31 Day Wait for first treatment By Cancer","1.000","0","74","2018","2"
"RCD","31 Day Wait for first treatment By Cancer","1.000","0","83","2018","1"
"R1F","31 Day Wait for first treatment By Cancer","1.000","0","114","2018","12"
"RN7","31 Day Wait for first treatment By Cancer","1.000","0","113","2018","1"
"RN7","31 Day Wait for first treatment By Cancer","1.000","0","79","2018","2"
"RN7","31 Day Wait for first treatment By Cancer","1.000","0","101","2018","3"
"RY2","31 Day Wait for first treatment By Cancer","1.000","0","10","2018","12"
"RY2","31 Day Wait for first treatment By Cancer","1.000","0","42","2018","11"
"RL1","31 Day Wait for first treatment By Cancer","1.000","0","5","2018","11"
"RL1","31 Day Wait for first treatment By Cancer","1.000","0","6","2018","12"
"RBQ","31 Day Wait for first treatment By Cancer","1.000","0","86","2018","6"
"RN7","31 Day Wait for first treatment By Cancer","1.000","0","129","2018","4"
"RN7","31 Day Wait for first treatment By Cancer","1.000","0","72","2018","5"
"RN7","31 Day Wait for first treatment By Cancer","1.000","0","110","2018","6"
"RN7","31 Day Wait for first treatment By Cancer","1.000","0","194","2018","7"
"RN7","31 Day Wait for first treatment By Cancer","1.000","0","186","2018","8"
"RM3","31 Day Wait for first treatment By Cancer","1.000","0","284","2018","5"
"RM3","31 Day Wait for first treatment By Cancer","1.000","0","260","2018","4"
"RT3","31 Day Wait for first treatment By Cancer","1.000","0","57","2018","9"
"RM3","31 Day Wait for first treatment By Cancer","1.000","0","113","2018","2"
"RT3","31 Day Wait for first treatment By Cancer","1.000","0","67","2018","7"
"RT3","31 Day Wait for first treatment By Cancer","1.000","0","37","2018","6"
"RCU","31 Day Wait for first treatment By Cancer","1.000","0","8","2018","11"
"RBQ","31 Day Wait for first treatment By Cancer","1.000","0","78","2018","5"
"RT3","31 Day Wait for first treatment By Cancer","1.000","0","27","2018","2"
"RT3","31 Day Wait for first treatment By Cancer","1.000","0","38","2018","1"
"RAX","31 Day Wait for first treatment By Cancer","1.000","0","140","2018","4"
"RAX","31 Day Wait for first treatment By Cancer","1.000","0","207","2018","7"
"RGM","31 Day Wait for first treatment By Cancer","1.000","0","21","2018","2"
"RAX","31 Day Wait for first treatment By Cancer","1.000","0","186","2018","9"
"RAX","31 Day Wait for first treatment By Cancer","1.000","0","197","2018","10"
"RN7","31 Day Wait for first treatment By Cancer","1.000","0","86","2018","9"
"RN7","31 Day Wait for first treatment By Cancer","1.000","0","168","2018","10"
"RN7","31 Day Wait for first treatment By Cancer","1.000","0","142","2018","11"
"RN7","31 Day Wait for first treatment By Cancer","1.000","0","132","2018","12"
"RGM","31 Day Wait for first treatment By Cancer","1.000","0","25","2018","3"
"RGM","31 Day Wait for first treatment By Cancer","1.000","0","46","2018","4"
"RGM","31 Day Wait for first treatment By Cancer","1.000","0","41","2018","5"
"RAX","31 Day Wait for first treatment By Cancer","1.000","0","179","2018","12"
"RNA","31 Day Wait for first treatment By Cancer","1.000","0","351","2018","5"
"RGM","31 Day Wait for first treatment By Cancer","1.000","0","56","2018","6"
"RGM","31 Day Wait for first treatment By Cancer","1.000","0","66","2018","7"
"RGM","31 Day Wait for first treatment By Cancer","1.000","0","46","2018","8"
"RGM","31 Day Wait for first treatment By Cancer","1.000","0","32","2018","9"
"RK5","31 Day Wait for first treatment By Cancer","1.000","0","308","2018","7"
"RGM","31 Day Wait for first treatment By Cancer","1.000","0","44","2018","10"
"RFS","31 Day Wait for first treatment By Cancer","1.000","0","99","2018","2"
"RGM","31 Day Wait for first treatment By Cancer","1.000","0","50","2018","12"
"RCX","31 Day Wait for first treatment By Cancer","1.000","0","102","2018","2"
"RDU","31 Day Wait for first treatment By Cancer","1.000","0","243","2018","3"
"RY2","31 Day Wait for first treatment By Cancer","1.000","0","24","2018","5"
"RY2","31 Day Wait for first treatment By Cancer","1.000","0","32","2018","4"
"RDU","31 Day Wait for first treatment By Cancer","1.000","0","575","2018","5"
"RDU","31 Day Wait for first treatment By Cancer","1.000","0","575","2018","6"
"RY2","31 Day Wait for first treatment By Cancer","1.000","0","14","2018","3"
"RY2","31 Day Wait for first treatment By Cancer","1.000","0","15","2018","2"
"NHT","31 Day Wait for first treatment By Cancer","1.000","0","31","2018","4"
"RNQ","31 Day Wait for first treatment By Cancer","1.000","0","106","2018","3"
"RNQ","31 Day Wait for first treatment By Cancer","1.000","0","304","2018","5"
"RTQ","31 Day Wait for first treatment By Cancer","1.000","0","1","2018","3"
"RYR","31 Day Wait for first treatment By Cancer","1.000","0","564","2018","6"
"RDU","31 Day Wait for first treatment By Cancer","1.000","0","471","2018","9"
"RDU","31 Day Wait for first treatment By Cancer","1.000","0","624","2018","10"
"RD8","31 Day Wait for first treatment By Cancer","1.000","0","214","2018","12"
"RF4","31 Day Wait for first treatment By Cancer","1.000","0","430","2018","5"
"RD8","31 Day Wait for first treatment By Cancer","1.000","0","226","2018","5"
"RJ6","31 Day Wait for first treatment By Cancer","1.000","0","130","2018","4"
"NHT","31 Day Wait for first treatment By Cancer","1.000","0","22","2018","6"
"NHT","31 Day Wait for first treatment By Cancer","1.000","0","9","2018","7"
"NHT","31 Day Wait for first treatment By Cancer","1.000","0","15","2018","8"
"NHT","31 Day Wait for first treatment By Cancer","1.000","0","28","2018","9"
"NHT","31 Day Wait for first treatment By Cancer","1.000","0","32","2018","10"
"RD8","31 Day Wait for first treatment By Cancer","1.000","0","175","2018","4"
"RDU","31 Day Wait for first treatment By Cancer","1.000","0","566","2018","11"
"RC9","31 Day Wait for first treatment By Cancer","1.000","0","184","2018","12"
"RC9","31 Day Wait for first treatment By Cancer","1.000","0","252","2018","11"
"RC9","31 Day Wait for first treatment By Cancer","1.000","0","198","2018","10"
"RC9","31 Day Wait for first treatment By Cancer","1.000","0","212","2018","9"
"RC9","31 Day Wait for first treatment By Cancer","1.000","0","293","2018","8"
"RC9","31 Day Wait for first treatment By Cancer","1.000","0","229","2018","7"
"RC9","31 Day Wait for first treatment By Cancer","1.000","0","196","2018","6"
"AQK","31 Day Wait for first treatment By Cancer","1.000","0","24","2018","9"
"RJ6","31 Day Wait for first treatment By Cancer","1.000","0","130","2018","7"
"RRP","31 Day Wait for first treatment By Cancer","1.000","0","1","2018","9"
"RXL","31 Day Wait for first treatment By Cancer","1.000","0","151","2018","3"
"RXL","31 Day Wait for first treatment By Cancer","1.000","0","407","2018","7"
"RXL","31 Day Wait for first treatment By Cancer","1.000","0","355","2018","8"
"RC9","31 Day Wait for first treatment By Cancer","1.000","0","214","2018","5"
"RC9","31 Day Wait for first treatment By Cancer","1.000","0","188","2018","4"
"RC9","31 Day Wait for first treatment By Cancer","1.000","0","118","2018","3"
"RC9","31 Day Wait for first treatment By Cancer","1.000","0","98","2018","2"
"RC9","31 Day Wait for first treatment By Cancer","1.000","0","74","2018","1"
"RD8","31 Day Wait for first treatment By Cancer","1.000","0","82","2018","2"
"RD8","31 Day Wait for first treatment By Cancer","1.000","0","107","2018","1"
"RWJ","31 Day Wait for first treatment By Cancer","1.000","0","58","2018","2"
"RD1","31 Day Wait for first treatment By Cancer","1.000","0","161","2018","3"
"RJ6","31 Day Wait for first treatment By Cancer","1.000","0","143","2018","9"
"RJR","31 Day Wait for first treatment By Cancer","1.000","0","183","2018","8"
"RJR","31 Day Wait for first treatment By Cancer","1.000","0","271","2018","7"
"RJR","31 Day Wait for first treatment By Cancer","1.000","0","210","2018","6"
"RJR","31 Day Wait for first treatment By Cancer","1.000","0","194","2018","5"
"RRJ","31 Day Wait for first treatment By Cancer","1.000","0","22","2018","12"
"RJR","31 Day Wait for first treatment By Cancer","1.000","0","185","2018","4"
"RJR","31 Day Wait for first treatment By Cancer","1.000","0","106","2018","3"
"RJ6","31 Day Wait for first treatment By Cancer","1.000","0","180","2018","10"
"RET","31 Day Wait for first treatment By Cancer","1.000","0","30","2018","12"
"RET","31 Day Wait for first treatment By Cancer","1.000","0","20","2018","11"
"RET","31 Day Wait for first treatment By Cancer","1.000","0","40","2018","10"
"RET","31 Day Wait for first treatment By Cancer","1.000","0","22","2018","9"
"RET","31 Day Wait for first treatment By Cancer","1.000","0","22","2018","8"
"RET","31 Day Wait for first treatment By Cancer","1.000","0","33","2018","7"
"RET","31 Day Wait for first treatment By Cancer","1.000","0","38","2018","6"
"RET","31 Day Wait for first treatment By Cancer","1.000","0","18","2018","5"
"RET","31 Day Wait for first treatment By Cancer","1.000","0","20","2018","4"
"RET","31 Day Wait for first treatment By Cancer","1.000","0","13","2018","3"
"RET","31 Day Wait for first treatment By Cancer","1.000","0","8","2018","2"
"RET","31 Day Wait for first treatment By Cancer","1.000","0","9","2018","1"
"RRJ","31 Day Wait for first treatment By Cancer","1.000","0","40","2018","11"
"RRJ","31 Day Wait for first treatment By Cancer","1.000","0","20","2018","10"
"RRJ","31 Day Wait for first treatment By Cancer","1.000","0","8","2018","9"
"RRJ","31 Day Wait for first treatment By Cancer","1.000","0","23","2018","8"
"RRJ","31 Day Wait for first treatment By Cancer","1.000","0","14","2018","7"
"RRJ","31 Day Wait for first treatment By Cancer","1.000","0","4","2018","6"
"RRJ","31 Day Wait for first treatment By Cancer","1.000","0","15","2018","5"
"RRJ","31 Day Wait for first treatment By Cancer","1.000","0","26","2018","4"
"AQK","31 Day Wait for first treatment By Cancer","1.000","0","31","2018","8"
"AQK","31 Day Wait for first treatment By Cancer","1.000","0","31","2018","5"
"RHU","31 Day Wait for first treatment By Cancer","1.000","0","301","2018","3"
"RJN","31 Day Wait for first treatment By Cancer","1.000","0","98","2018","12"
"RJN","31 Day Wait for first treatment By Cancer","1.000","0","84","2018","11"
"RJN","31 Day Wait for first treatment By Cancer","1.000","0","93","2018","9"
"RJN","31 Day Wait for first treatment By Cancer","1.000","0","97","2018","8"
"RJN","31 Day Wait for first treatment By Cancer","1.000","0","146","2018","7"
"RJN","31 Day Wait for first treatment By Cancer","1.000","0","117","2018","6"
"RJN","31 Day Wait for first treatment By Cancer","1.000","0","102","2018","4"
"RJN","31 Day Wait for first treatment By Cancer","1.000","0","48","2018","3"
"RJN","31 Day Wait for first treatment By Cancer","1.000","0","38","2018","2"
"RJN","31 Day Wait for first treatment By Cancer","1.000","0","51","2018","1"
"RP4","31 Day Wait for first treatment By Cancer","1.000","0","15","2018","1"
"RP4","31 Day Wait for first treatment By Cancer","1.000","0","16","2018","2"
"RP4","31 Day Wait for first treatment By Cancer","1.000","0","15","2018","3"
"RP4","31 Day Wait for first treatment By Cancer","1.000","0","26","2018","4"
"AQK","31 Day Wait for first treatment By Cancer","1.000","0","31","2018","6"
"RBD","31 Day Wait for first treatment By Cancer","1.000","0","5","2018","1"
"RD1","31 Day Wait for first treatment By Cancer","1.000","0","310","2018","5"
"RBQ","31 Day Wait for first treatment By Cancer","1.000","0","104","2018","4"
"RBD","31 Day Wait for first treatment By Cancer","1.000","0","166","2018","4"
"RBD","31 Day Wait for first treatment By Cancer","1.000","0","225","2018","5"
"RBD","31 Day Wait for first treatment By Cancer","1.000","0","213","2018","6"
"RGP","31 Day Wait for first treatment By Cancer","1.000","0","224","2018","11"
"RGP","31 Day Wait for first treatment By Cancer","1.000","0","222","2018","10"
"RGP","31 Day Wait for first treatment By Cancer","1.000","0","205","2018","9"
"RP4","31 Day Wait for first treatment By Cancer","1.000","0","24","2018","6"
"RP4","31 Day Wait for first treatment By Cancer","1.000","0","22","2018","7"
"RP4","31 Day Wait for first treatment By Cancer","1.000","0","24","2018","8"
"RP4","31 Day Wait for first treatment By Cancer","1.000","0","28","2018","9"
"RP4","31 Day Wait for first treatment By Cancer","1.000","0","20","2018","10"
"RP4","31 Day Wait for first treatment By Cancer","1.000","0","21","2018","11"
"RP4","31 Day Wait for first treatment By Cancer","1.000","0","32","2018","12"
"RBQ","31 Day Wait for first treatment By Cancer","1.000","0","47","2018","3"
"NVM","31 Day Wait for first treatment By Cancer","1.000","0","22","2018","11"
"NVM","31 Day Wait for first treatment By Cancer","1.000","0","20","2018","10"
"RXW","31 Day Wait for first treatment By Cancer","1.000","0","550","2018","10"
"NVM","31 Day Wait for first treatment By Cancer","1.000","0","18","2018","9"
"RGP","31 Day Wait for first treatment By Cancer","1.000","0","226","2018","7"
"RGP","31 Day Wait for first treatment By Cancer","1.000","0","241","2018","6"
"RGP","31 Day Wait for first treatment By Cancer","1.000","0","218","2018","5"
"RXW","31 Day Wait for first treatment By Cancer","1.000","0","265","2018","3"
"RXW","31 Day Wait for first treatment By Cancer","1.000","0","233","2018","2"
"RGP","31 Day Wait for first treatment By Cancer","1.000","0","230","2018","4"
"NQ7","31 Day Wait for first treatment By Cancer","1.000","0","2","2018","7"
"NQ7","31 Day Wait for first treatment By Cancer","1.000","0","2","2018","10"
"NV3","31 Day Wait for first treatment By Cancer","1.000","0","71","2018","9"
"NQT","31 Day Wait for first treatment By Cancer","1.000","0","12","2018","3"
"NQT","31 Day Wait for first treatment By Cancer","1.000","0","10","2018","5"
"NVM","31 Day Wait for first treatment By Cancer","1.000","0","32","2018","7"
"NVM","31 Day Wait for first treatment By Cancer","1.000","0","16","2018","6"
"NVM","31 Day Wait for first treatment By Cancer","1.000","0","10","2018","5"
"NVM","31 Day Wait for first treatment By Cancer","1.000","0","3","2018","4"
"NVM","31 Day Wait for first treatment By Cancer","1.000","0","3","2018","3"
"NVM","31 Day Wait for first treatment By Cancer","1.000","0","7","2018","2"
"NVM","31 Day Wait for first treatment By Cancer","1.000","0","11","2018","1"
"RGP","31 Day Wait for first treatment By Cancer","1.000","0","103","2018","2"
"RGP","31 Day Wait for first treatment By Cancer","1.000","0","106","2018","1"
"RRF","31 Day Wait for first treatment By Cancer","1.000","0","231","2018","11"
"RRF","31 Day Wait for first treatment By Cancer","1.000","0","205","2018","6"
"RRF","31 Day Wait for first treatment By Cancer","1.000","0","218","2018","4"
"AQK","31 Day Wait for first treatment By Cancer","1.000","0","30","2018","7"
"RRF","31 Day Wait for first treatment By Cancer","1.000","0","118","2018","1"
"RP5","31 Day Wait for first treatment By Cancer","1.000","0","154","2018","3"
"RLT","31 Day Wait for first treatment By Cancer","1.000","0","70","2018","12"
"RP5","31 Day Wait for first treatment By Cancer","1.000","0","307","2018","6"
"RLT","31 Day Wait for first treatment By Cancer","1.000","0","88","2018","11"
"RP5","31 Day Wait for first treatment By Cancer","1.000","0","279","2018","8"
"RRE","31 Day Wait for first treatment By Cancer","1.000","0","1","2018","4"
"RP5","31 Day Wait for first treatment By Cancer","1.000","0","287","2018","9"
"RLT","31 Day Wait for first treatment By Cancer","1.000","0","113","2018","10"
"NYG","31 Day Wait for first treatment By Cancer","1.000","0","30","2018","1"
"NYG","31 Day Wait for first treatment By Cancer","1.000","0","19","2018","2"
"NYG","31 Day Wait for first treatment By Cancer","1.000","0","85","2018","4"
"R1K","31 Day Wait for first treatment By Cancer","1.000","0","100","2018","3"
"RJL","31 Day Wait for first treatment By Cancer","1.000","0","262","2018","12"
"RJL","31 Day Wait for first treatment By Cancer","1.000","0","278","2018","11"
"NYG","31 Day Wait for first treatment By Cancer","1.000","0","89","2018","7"
"RJL","31 Day Wait for first treatment By Cancer","1.000","0","324","2018","8"
"RLT","31 Day Wait for first treatment By Cancer","1.000","0","100","2018","9"
"RLT","31 Day Wait for first treatment By Cancer","1.000","0","86","2018","8"
"RLT","31 Day Wait for first treatment By Cancer","1.000","0","94","2018","7"
"RLT","31 Day Wait for first treatment By Cancer","1.000","0","86","2018","6"
"RYR","31 Day Wait for first treatment By Cancer","1.000","0","565","2018","5"
"RE9","31 Day Wait for first treatment By Cancer","1.000","0","36","2018","1"
"RE9","31 Day Wait for first treatment By Cancer","1.000","0","20","2018","2"
"RE9","31 Day Wait for first treatment By Cancer","1.000","0","24","2018","3"
"RE9","31 Day Wait for first treatment By Cancer","1.000","0","50","2018","4"
"RE9","31 Day Wait for first treatment By Cancer","1.000","0","37","2018","5"
"RE9","31 Day Wait for first treatment By Cancer","1.000","0","58","2018","6"
"RA4","31 Day Wait for first treatment By Cancer","1.000","0","186","2018","12"
"NQT","31 Day Wait for first treatment By Cancer","1.000","0","8","2018","7"
"NQT","31 Day Wait for first treatment By Cancer","1.000","0","16","2018","8"
"NQT","31 Day Wait for first treatment By Cancer","1.000","0","16","2018","9"
"NQT","31 Day Wait for first treatment By Cancer","1.000","0","26","2018","10"
"NQT","31 Day Wait for first treatment By Cancer","1.000","0","28","2018","11"
"RA4","31 Day Wait for first treatment By Cancer","1.000","0","180","2018","11"
"RVR","31 Day Wait for first treatment By Cancer","1.000","0","172","2018","12"
"RA4","31 Day Wait for first treatment By Cancer","1.000","0","143","2018","5"
"RVR","31 Day Wait for first treatment By Cancer","1.000","0","197","2018","11"
"RA4","31 Day Wait for first treatment By Cancer","1.000","0","73","2018","3"
"NV3","31 Day Wait for first treatment By Cancer","1.000","0","139","2018","8"
"RVR","31 Day Wait for first treatment By Cancer","1.000","0","178","2018","7"
"RBK","31 Day Wait for first treatment By Cancer","1.000","0","78","2018","2"
"RBK","31 Day Wait for first treatment By Cancer","1.000","0","69","2018","3"
"RBK","31 Day Wait for first treatment By Cancer","1.000","0","185","2018","4"
"RBK","31 Day Wait for first treatment By Cancer","1.000","0","170","2018","5"
"RVR","31 Day Wait for first treatment By Cancer","1.000","0","177","2018","6"
"RVR","31 Day Wait for first treatment By Cancer","1.000","0","208","2018","5"
"RVR","31 Day Wait for first treatment By Cancer","1.000","0","81","2018","3"
"RBK","31 Day Wait for first treatment By Cancer","1.000","0","172","2018","6"
"RBK","31 Day Wait for first treatment By Cancer","1.000","0","180","2018","7"
"RBK","31 Day Wait for first treatment By Cancer","1.000","0","137","2018","8"
"RBK","31 Day Wait for first treatment By Cancer","1.000","0","181","2018","9"
"RTV","31 Day Wait for first treatment By Cancer","1.000","0","2","2018","4"
"NYG","31 Day Wait for first treatment By Cancer","1.000","0","100","2018","8"
"RBK","31 Day Wait for first treatment By Cancer","1.000","0","118","2018","12"
"NYG","31 Day Wait for first treatment By Cancer","1.000","0","2","2018","9"
"RBZ","31 Day Wait for first treatment By Cancer","1.000","0","191","2018","5"
"RBZ","31 Day Wait for first treatment By Cancer","1.000","0","161","2018","4"
"RBZ","31 Day Wait for first treatment By Cancer","1.000","0","91","2018","2"
"RP6","31 Day Wait for first treatment By Cancer","1.000","0","20","2018","1"
"RP6","31 Day Wait for first treatment By Cancer","1.000","0","18","2018","2"
"RP6","31 Day Wait for first treatment By Cancer","1.000","0","25","2018","3"
"RP6","31 Day Wait for first treatment By Cancer","1.000","0","48","2018","4"
"RP6","31 Day Wait for first treatment By Cancer","1.000","0","36","2018","5"
"RP6","31 Day Wait for first treatment By Cancer","1.000","0","52","2018","6"
"NYG","31 Day Wait for first treatment By Cancer","1.000","0","67","2018","10"
"RP6","31 Day Wait for first treatment By Cancer","1.000","0","36","2018","8"
"NYG","31 Day Wait for first treatment By Cancer","1.000","0","64","2018","11"
"RP6","31 Day Wait for first treatment By Cancer","1.000","0","40","2018","11"
"NYG","31 Day Wait for first treatment By Cancer","1.000","0","83","2018","12"
"RPA","31 Day Wait for first treatment By Cancer","1.000","0","307","2018","4"
"RJF","31 Day Wait for first treatment By Cancer","1.000","0","155","2018","6"
"RE9","31 Day Wait for first treatment By Cancer","1.000","0","53","2018","7"
"RE9","31 Day Wait for first treatment By Cancer","1.000","0","67","2018","8"
"RE9","31 Day Wait for first treatment By Cancer","1.000","0","38","2018","9"
"RE9","31 Day Wait for first treatment By Cancer","1.000","0","41","2018","10"
"RE9","31 Day Wait for first treatment By Cancer","1.000","0","83","2018","11"
"RE9","31 Day Wait for first treatment By Cancer","1.000","0","52","2018","12"
"RPA","31 Day Wait for first treatment By Cancer","1.000","0","283","2018","9"
"RR7","31 Day Wait for first treatment By Cancer","1.000","0","214","2018","12"
"RR7","31 Day Wait for first treatment By Cancer","1.000","0","246","2018","11"
"RR7","31 Day Wait for first treatment By Cancer","1.000","0","281","2018","7"
"RR7","31 Day Wait for first treatment By Cancer","1.000","0","260","2018","6"
"RR7","31 Day Wait for first treatment By Cancer","1.000","0","246","2018","5"
"RR7","31 Day Wait for first treatment By Cancer","1.000","0","234","2018","4"
"RR7","31 Day Wait for first treatment By Cancer","1.000","0","122","2018","3"
"RR7","31 Day Wait for first treatment By Cancer","1.000","0","165","2018","1"
"RWG","31 Day Wait for first treatment By Cancer","1.000","0","126","2018","3"
"RWG","31 Day Wait for first treatment By Cancer","1.000","0","119","2018","2"
"RTX","31 Day Wait for first treatment By Cancer","1.000","0","348","2018","9"
"RV3","31 Day Wait for first treatment By Cancer","1.000","0","1","2018","1"
"RTX","31 Day Wait for first treatment By Cancer","1.000","0","282","2018","12"
"NQT","31 Day Wait for first treatment By Cancer","1.000","0","6","2018","12"
"RLT","31 Day Wait for first treatment By Cancer","1.000","0","52","2018","2"
"RBT","31 Day Wait for first treatment By Cancer","1.000","0","170","2018","11"
"NYT","31 Day Wait for first treatment By Cancer","1.000","0","22","2018","12"
